m,lam,f,Jstar,Jsize,mu,vpi,parity
8,2|2|1|1|1|1|1|1|1|1|1|1|1|1,104,0|2,2,6,8,0
8,2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,15,0,1,0,0,0
8,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,0,1,0,0,0
9,18,1,0,1,0,0,0
9,17|1,17,0,1,0,0,0
9,16|2,135,0,1,0,0,0
9,16|1|1,136,0|2,2,6,7,0
9,15|3,663,0,1,0,0,0
9,15|2|1,1344,3,1,9,9,1
9,15|1|1|1,680,0|2,2,6,7,0
9,14|4,2244,0,1,4,4,0
9,14|3|1,6885,0,1,0,0,0
9,14|2|2,4641,0,1,0,0,0
9,14|2|1|1,7020,0,1,4,4,0
9,14|1|1|1|1,2380,0,1,4,4,0
9,13|5,5508,0,1,4,4,0
9,13|4|1,22848,3,1,9,9,1
9,13|3|2,29172,0,1,4,4,0
9,13|3|1|1,35343,0,1,0,0,0
9,13|2|2|1,29835,0,1,0,0,0
9,13|2|1|1|1,24192,3|5,2,11,13,1
9,13|1|1|1|1|1,6188,0,1,4,4,0
9,12|6,9996,0,1,4,4,0
9,12|5|1,53040,0|2,2,8,9,0
9,12|4|2,99144,0|2,2,6,7,0
9,12|4|1|1,111384,0|2,2,6,7,0
9,12|3|3,56100,0,1,4,4,0
9,12|3|2|1,182784,5,1,13,13,1
9,12|3|1|1|1,116025,0,1,0,0,0
9,12|2|2|2,58344,0|2,2,6,7,0
9,12|2|2|1|1,106029,0,1,0,0,0
9,12|2|1|1|1|1,60060,0,1,4,4,0
9,12|1|1|1|1|1|1,12376,0|2,2,6,7,0
9,11|7,13260,0,1,4,4,0
9,11|6|1,88128,3,1,9,9,1
9,11|5|2,219912,0|2,2,6,7,0
9,11|5|1|1,238680,0|2,2,6,7,0
9,11|4|3,228480,3,1,11,11,1
9,11|4|2|1,583440,0|2,2,8,9,0
9,11|4|1|1|1,339456,3|7,2,15,17,1
9,11|3|3|1,358020,0,1,4,4,0
9,11|3|2|2,363528,0|2,2,6,7,0
9,11|3|2|1|1,612612,0,1,4,4,0
9,11|3|1|1|1|1,268515,0,1,0,0,0
9,11|2|2|2|1,251328,3,1,9,9,1
9,11|2|2|1|1|1,255255,0,1,0,0,0
9,11|2|1|1|1|1|1,112320,3,1,9,9,1
9,11|1|1|1|1|1|1|1,19448,0|2,2,6,7,0
9,10|8,11934,0,1,2,2,0
9,10|7|1,102102,0,1,2,2,0
9,10|6|2,331500,0,1,4,4,0
9,10|6|1|1,353430,0,1,2,2,0
9,10|5|3,501228,0,1,4,4,0
9,10|5|2|1,1175040,5,1,13,13,1
9,10|5|1|1|1,656370,0,1,2,2,0
9,10|4|4,259896,0,1,6,6,0
9,10|4|3|1,1349460,0,1,4,4,0
9,10|4|2|2,1099560,0|2,2,6,7,0
9,10|4|2|1|1,1790100,0,1,4,4,0
9,10|4|1|1|1|1,714714,0,1,2,2,0
9,10|3|3|2,848232,0,1,6,6,0
9,10|3|3|1|1,1145664,0|2|4|6,4,12,16,0
9,10|3|2|2|1,1458600,0,1,6,6,0
9,10|3|2|1|1|1,1357824,5|7,2,17,21,1
9,10|3|1|1|1|1|1,459459,0,1,0,0,0
9,10|2|2|2|2,302940,0,1,4,4,0
9,10|2|2|2|1|1,612612,0,1,4,4,0
9,10|2|2|1|1|1|1,447525,0,1,0,0,0
9,10|2|1|1|1|1|1|1,162162,0,1,2,2,0
9,10|1|1|1|1|1|1|1|1,24310,0,1,2,2,0
9,9|9,4862,0,1,2,2,0
9,9|8|1,70720,3,1,9,9,1
9,9|7|2,322218,0,1,2,2,0
9,9|7|1|1,340340,0,1,4,4,0
9,9|6|3,678912,3|5|7|9,4,17,22,1
9,9|6|2|1,1531530,0,1,2,2,0
9,9|6|1|1|1,837760,3|5,2,11,13,1
9,9|5|4,649740,0,1,4,4,0
9,9|5|3|1,2625480,0,1,6,6,0
9,9|5|2|2,1989000,0|2,2,6,7,0
9,9|5|2|1|1,3180870,0,1,2,2,0
9,9|5|1|1|1|1,1215500,0,1,4,4,0
9,9|4|4|1,1429428,0,1,4,4,0
9,9|4|3|2,2970240,3,1,11,11,1
9,9|4|3|1|1,3877632,3|5,2,13,15,1
9,9|4|2|2|1,3965760,3,1,9,9,1
9,9|4|2|1|1|1,3544398,0,1,2,2,0
9,9|4|1|1|1|1|1,1089088,3,1,9,9,1
9,9|3|3|3,779688,0,1,6,6,0
9,9|3|3|2|1,3198720,3|5,2,13,15,1
9,9|3|3|1|1|1,2333760,0|2|4|6,4,12,16,0
9,9|3|2|2|2,1649340,0,1,4,4,0
9,9|3|2|2|1|1,3222180,0,1,4,4,0
9,9|3|2|1|1|1|1,2144142,0,1,2,2,0
9,9|3|1|1|1|1|1|1,595595,0,1,0,0,0
9,9|2|2|2|2|1,875160,0,1,6,6,0
9,9|2|2|2|1|1|1,1018368,3|7,2,15,17,1
9,9|2|2|1|1|1|1|1,590733,0,1,0,0,0
9,9|2|1|1|1|1|1|1|1,183040,3|5,2,13,15,1
9,9|1|1|1|1|1|1|1|1|1,24310,0,1,2,2,0
9,8|8|2,136136,0|2,2,6,7,0
9,8|8|1|1,143208,0|2,2,6,7,0
9,8|7|3,510510,0,1,2,2,0
9,8|7|2|1,1131520,5,1,15,15,1
9,8|7|1|1|1,612612,0,1,4,4,0
9,8|6|4,787644,0,1,4,4,0
9,8|6|3|1,2923830,0,1,2,2,0
9,8|6|2|2,2148120,0|2,2,6,7,0
9,8|6|2|1|1,3403400,0,1,6,6,0
9,8|6|1|1|1|1,1272348,0,1,4,4,0
9,8|5|5,408408,0|2,2,6,7,0
9,8|5|4|1,3055104,5,1,13,13,1
9,8|5|3|2,5012280,0|2,2,6,7,0
9,8|5|3|1|1,6432426,0,1,2,2,0
9,8|5|2|2|1,6126120,0|2,2,6,7,0
9,8|5|2|1|1|1,5361664,5|9,2,19,21,1
9,8|5|1|1|1|1|1,1575288,0|2,2,6,7,0
9,8|4|4|2,3007368,0|2,2,6,7,0
9,8|4|4|1|1,3646500,0,1,4,4,0
9,8|4|3|3,2598960,0|2,2,8,9,0
9,8|4|3|2|1,9801792,3,1,9,9,1
9,8|4|3|1|1|1,6872250,0,1,2,2,0
9,8|4|2|2|2,3978000,0|2,2,8,9,0
9,8|4|2|2|1|1,7634088,0|2,2,6,7,0
9,8|4|2|1|1|1|1,4862000,0|2,2,8,9,0
9,8|4|1|1|1|1|1|1,1225224,0|2,2,6,7,0
9,8|3|3|3|1,2858856,0,1,6,6,0
9,8|3|3|2|2,3508596,0,1,4,4,0
9,8|3|3|2|1|1,6361740,0,1,4,4,0
9,8|3|3|1|1|1|1,3281850,0,1,2,2,0
9,8|3|2|2|2|1,4230144,5,1,15,15,1
9,8|3|2|2|1|1|1,4725864,0|2,2,6,7,0
9,8|3|2|1|1|1|1|1,2489344,5,1,15,15,1
9,8|3|1|1|1|1|1|1|1,590733,0,1,0,0,0
9,8|2|2|2|2|2,659736,0,1,6,6,0
9,8|2|2|2|2|1|1,1432080,0|2,2,8,9,0
9,8|2|2|2|1|1|1|1,1225224,0|2,2,6,7,0
9,8|2|2|1|1|1|1|1|1,595595,0,1,0,0,0
9,8|2|1|1|1|1|1|1|1|1,162162,0,1,2,2,0
9,8|1|1|1|1|1|1|1|1|1|1,19448,0|2,2,6,7,0
9,7|7|4,364650,0,1,2,2,0
9,7|7|3|1,1312740,0,1,4,4,0
9,7|7|2|2,952952,0|2,2,6,7,0
9,7|7|2|1|1,1503684,0,1,4,4,0
9,7|7|1|1|1|1,556920,0,1,6,6,0
9,7|6|5,466752,3,1,9,9,1
9,7|6|4|1,2756754,0,1,2,2,0
9,7|6|3|2,4200768,3,1,9,9,1
9,7|6|3|1|1,5346432,3|5,2,11,13,1
9,7|6|2|2|1,4950400,3,1,11,11,1
9,7|6|2|1|1|1,4288284,0,1,4,4,0
9,7|6|1|1|1|1|1,1233792,3,1,11,11,1
9,7|5|5|1,1575288,0|2,2,6,7,0
9,7|5|4|2,5250960,0|2,2,8,9,0
9,7|5|4|1|1,6265350,0,1,2,2,0
9,7|5|3|3,3675672,0|2,2,6,7,0
9,7|5|3|2|1,13366080,3,1,9,9,1
9,7|5|3|1|1|1,9189180,0,1,4,4,0
9,7|5|2|2|2,5012280,0|2,2,6,7,0
9,7|5|2|2|1|1,9529520,0|2,2,8,9,0
9,7|5|2|1|1|1|1,5937624,0|2,2,6,7,0
9,7|5|1|1|1|1|1|1,1432080,0|2,2,8,9,0
9,7|4|4|3,2858856,0|2,2,6,7,0
9,7|4|4|2|1,8486400,3|7,2,15,17,1
9,7|4|4|1|1|1,5469750,0,1,2,2,0
9,7|4|3|3|1,8019648,3,1,9,9,1
9,7|4|3|2|2,9165312,3|7,2,15,17,1
9,7|4|3|2|1|1,16336320,3,1,9,9,1
9,7|4|3|1|1|1|1,8078400,3,1,9,9,1
9,7|4|2|2|2|1,8576568,0|2,2,6,7,0
9,7|4|2|2|1|1|1,9382912,3|5|7|9,4,17,21,1
9,7|4|2|1|1|1|1|1,4725864,0|2,2,6,7,0
9,7|4|1|1|1|1|1|1|1,1018368,3|7,2,15,17,1
9,7|3|3|3|2,3508596,0,1,4,4,0
9,7|3|3|3|1|1,5105100,0,1,4,4,0
9,7|3|3|2|2|1,7876440,0,1,6,6,0
9,7|3|3|2|1|1|1,8078400,3,1,9,9,1
9,7|3|3|1|1|1|1|1,3281850,0,1,2,2,0
9,7|3|2|2|2|2,2784600,0,1,6,6,0
9,7|3|2|2|2|1|1,5937624,0|2,2,6,7,0
9,7|3|2|2|1|1|1|1,4862000,0|2,2,8,9,0
9,7|3|2|1|1|1|1|1|1,2144142,0,1,2,2,0
9,7|3|1|1|1|1|1|1|1|1,447525,0,1,0,0,0
9,7|2|2|2|2|2|1,1233792,3,1,11,11,1
9,7|2|2|2|2|1|1|1,1575288,0|2,2,6,7,0
9,7|2|2|2|1|1|1|1|1,1089088,3,1,9,9,1
9,7|2|2|1|1|1|1|1|1|1,459459,0,1,0,0,0
9,7|2|1|1|1|1|1|1|1|1|1,112320,3,1,9,9,1
9,7|1|1|1|1|1|1|1|1|1|1|1,12376,0|2,2,6,7,0
9,6|6|6,87516,0,1,4,4,0
9,6|6|5|1,1021020,0,1,4,4,0
9,6|6|4|2,2756754,0,1,2,2,0
9,6|6|4|1|1,3267264,0|2|4|6,4,12,16,0
9,6|6|3|3,1823250,0,1,2,2,0
9,6|6|3|2|1,6534528,3|5,2,11,13,1
9,6|6|3|1|1|1,4455360,0|2|4|6,4,12,16,0
9,6|6|2|2|2,2382380,0,1,4,4,0
9,6|6|2|2|1|1,4511052,0,1,4,4,0
9,6|6|2|1|1|1|1,2784600,0,1,6,6,0
9,6|6|1|1|1|1|1|1,659736,0,1,6,6,0
9,6|5|5|2,2042040,0|2,2,6,7,0
9,6|5|5|1|1,2362932,0,1,4,4,0
9,6|5|4|3,3734016,5,1,13,13,1
9,6|5|4|2|1,10720710,0,1,2,2,0
9,6|5|4|1|1|1,6789120,5|7,2,17,24,1
9,6|5|3|3|1,8270262,0,1,2,2,0
9,6|5|3|2|2,9189180,0,1,4,4,0
9,6|5|3|2|1|1,16243500,0,1,4,4,0
9,6|5|3|1|1|1|1,7876440,0,1,6,6,0
9,6|5|2|2|2|1,7920640,5,1,15,15,1
9,6|5|2|2|1|1|1,8576568,0|2,2,6,7,0
9,6|5|2|1|1|1|1|1,4230144,5,1,15,15,1
9,6|5|1|1|1|1|1|1|1,875160,0,1,6,6,0
9,6|4|4|4,1021020,0,1,4,4,0
9,6|4|4|3|1,7088796,0,1,4,4,0
9,6|4|4|2|2,6534528,0|8,2,14,20,0
9,6|4|4|2|1|1,11277630,0,1,2,2,0
9,6|4|4|1|1|1|1,5105100,0,1,4,4,0
9,6|4|3|3|2,7876440,0,1,6,6,0
9,6|4|3|3|1|1,11277630,0,1,2,2,0
9,6|4|3|2|2|1,16243500,0,1,4,4,0
9,6|4|3|2|1|1|1,16336320,3,1,9,9,1
9,6|4|3|1|1|1|1|1,6361740,0,1,4,4,0
9,6|4|2|2|2|2,4511052,0,1,4,4,0
9,6|4|2|2|2|1|1,9529520,0|2,2,8,9,0
9,6|4|2|2|1|1|1|1,7634088,0|2,2,6,7,0
9,6|4|2|1|1|1|1|1|1,3222180,0,1,4,4,0
9,6|4|1|1|1|1|1|1|1|1,612612,0,1,4,4,0
9,6|3|3|3|3,1429428,0,1,4,4,0
9,6|3|3|3|2|1,6789120,5|7,2,17,24,1
9,6|3|3|3|1|1|1,5469750,0,1,2,2,0
9,6|3|3|2|2|2,4455360,0|2|4|6,4,12,16,0
9,6|3|3|2|2|1|1,9189180,0,1,4,4,0
9,6|3|3|2|1|1|1|1,6872250,0,1,2,2,0
9,6|3|3|1|1|1|1|1|1,2333760,0|2|4|6,4,12,16,0
9,6|3|2|2|2|2|1,4288284,0,1,4,4,0
9,6|3|2|2|2|1|1|1,5361664,5|9,2,19,21,1
9,6|3|2|2|1|1|1|1|1,3544398,0,1,2,2,0
9,6|3|2|1|1|1|1|1|1|1,1357824,5|7,2,17,21,1
9,6|3|1|1|1|1|1|1|1|1|1,255255,0,1,0,0,0
9,6|2|2|2|2|2|2,556920,0,1,6,6,0
9,6|2|2|2|2|2|1|1,1272348,0,1,4,4,0
9,6|2|2|2|2|1|1|1|1,1215500,0,1,4,4,0
9,6|2|2|2|1|1|1|1|1|1,714714,0,1,2,2,0
9,6|2|2|1|1|1|1|1|1|1|1,268515,0,1,0,0,0
9,6|2|1|1|1|1|1|1|1|1|1|1,60060,0,1,4,4,0
9,6|1|1|1|1|1|1|1|1|1|1|1|1,6188,0,1,4,4,0
9,5|5|5|3,875160,0|2,2,6,7,0
9,5|5|5|2|1,2333760,3,1,9,9,1
9,5|5|5|1|1|1,1429428,0,1,4,4,0
9,5|5|4|4,787644,0,1,4,4,0
9,5|5|4|3|1,5105100,0,1,4,4,0
9,5|5|4|2|2,4594590,0,1,2,2,0
9,5|5|4|2|1|1,7876440,0,1,6,6,0
9,5|5|4|1|1|1|1,3508596,0,1,4,4,0
9,5|5|3|3|2,4594590,0,1,2,2,0
9,5|5|3|3|1|1,6534528,0|8,2,14,20,0
9,5|5|3|2|2|1,9189180,0,1,4,4,0
9,5|5|3|2|1|1|1,9165312,3|7,2,15,17,1
9,5|5|3|1|1|1|1|1,3508596,0,1,4,4,0
9,5|5|2|2|2|2,2382380,0,1,4,4,0
9,5|5|2|2|2|1|1,5012280,0|2,2,6,7,0
9,5|5|2|2|1|1|1|1,3978000,0|2,2,8,9,0
9,5|5|2|1|1|1|1|1|1,1649340,0,1,4,4,0
9,5|5|1|1|1|1|1|1|1|1,302940,0,1,4,4,0
9,5|4|4|4|1,1867008,3|5,2,13,15,1
9,5|4|4|3|2,5105100,0,1,4,4,0
9,5|4|4|3|1|1,7088796,0,1,4,4,0
9,5|4|4|2|2|1,8270262,0,1,2,2,0
9,5|4|4|2|1|1|1,8019648,3,1,9,9,1
9,5|4|4|1|1|1|1|1,2858856,0,1,6,6,0
9,5|4|3|3|3,2333760,3,1,9,9,1
9,5|4|3|3|2|1,10720710,0,1,2,2,0
9,5|4|3|3|1|1|1,8486400,3|7,2,15,17,1
9,5|4|3|2|2|2,6534528,3|5,2,11,13,1
9,5|4|3|2|2|1|1,13366080,3,1,9,9,1
9,5|4|3|2|1|1|1|1,9801792,3,1,9,9,1
9,5|4|3|1|1|1|1|1|1,3198720,3|5,2,13,15,1
9,5|4|2|2|2|2|1,4950400,3,1,11,11,1
9,5|4|2|2|2|1|1|1,6126120,0|2,2,6,7,0
9,5|4|2|2|1|1|1|1|1,3965760,3,1,9,9,1
9,5|4|2|1|1|1|1|1|1|1,1458600,0,1,6,6,0
9,5|4|1|1|1|1|1|1|1|1|1,251328,3,1,9,9,1
9,5|3|3|3|3|1,2362932,0,1,4,4,0
9,5|3|3|3|2|2,3267264,0|2|4|6,4,12,16,0
9,5|3|3|3|2|1|1,6265350,0,1,2,2,0
9,5|3|3|3|1|1|1|1,3646500,0,1,4,4,0
9,5|3|3|2|2|2|1,5346432,3|5,2,11,13,1
9,5|3|3|2|2|1|1|1,6432426,0,1,2,2,0
9,5|3|3|2|1|1|1|1|1,3877632,3|5,2,13,15,1
9,5|3|3|1|1|1|1|1|1|1,1145664,0|2|4|6,4,12,16,0
9,5|3|2|2|2|2|2,1503684,0,1,4,4,0
9,5|3|2|2|2|2|1|1,3403400,0,1,6,6,0
9,5|3|2|2|2|1|1|1|1,3180870,0,1,2,2,0
9,5|3|2|2|1|1|1|1|1|1,1790100,0,1,4,4,0
9,5|3|2|1|1|1|1|1|1|1|1,612612,0,1,4,4,0
9,5|3|1|1|1|1|1|1|1|1|1|1,106029,0,1,0,0,0
9,5|2|2|2|2|2|2|1,612612,0,1,4,4,0
9,5|2|2|2|2|2|1|1|1,837760,3|5,2,11,13,1
9,5|2|2|2|2|1|1|1|1|1,656370,0,1,2,2,0
9,5|2|2|2|1|1|1|1|1|1|1,339456,3|7,2,15,17,1
9,5|2|2|1|1|1|1|1|1|1|1|1,116025,0,1,0,0,0
9,5|2|1|1|1|1|1|1|1|1|1|1|1,24192,3|5,2,11,13,1
9,5|1|1|1|1|1|1|1|1|1|1|1|1|1,2380,0,1,4,4,0
9,4|4|4|4|2,787644,0,1,4,4,0
9,4|4|4|4|1|1,1021020,0,1,4,4,0
9,4|4|4|3|3,875160,0|2,2,6,7,0
9,4|4|4|3|2|1,3734016,5,1,13,13,1
9,4|4|4|3|1|1|1,2858856,0|2,2,6,7,0
9,4|4|4|2|2|2,1823250,0,1,2,2,0
9,4|4|4|2|2|1|1,3675672,0|2,2,6,7,0
9,4|4|4|2|1|1|1|1,2598960,0|2,2,8,9,0
9,4|4|4|1|1|1|1|1|1,779688,0,1,6,6,0
9,4|4|3|3|3|1,2042040,0|2,2,6,7,0
9,4|4|3|3|2|2,2756754,0,1,2,2,0
9,4|4|3|3|2|1|1,5250960,0|2,2,8,9,0
9,4|4|3|3|1|1|1|1,3007368,0|2,2,6,7,0
9,4|4|3|2|2|2|1,4200768,3,1,9,9,1
9,4|4|3|2|2|1|1|1,5012280,0|2,2,6,7,0
9,4|4|3|2|1|1|1|1|1,2970240,3,1,11,11,1
9,4|4|3|1|1|1|1|1|1|1,848232,0,1,6,6,0
9,4|4|2|2|2|2|2,952952,0|2,2,6,7,0
9,4|4|2|2|2|2|1|1,2148120,0|2,2,6,7,0
9,4|4|2|2|2|1|1|1|1,1989000,0|2,2,6,7,0
9,4|4|2|2|1|1|1|1|1|1,1099560,0|2,2,6,7,0
9,4|4|2|1|1|1|1|1|1|1|1,363528,0|2,2,6,7,0
9,4|4|1|1|1|1|1|1|1|1|1|1,58344,0|2,2,6,7,0
9,4|3|3|3|3|2,1021020,0,1,4,4,0
9,4|3|3|3|3|1|1,1575288,0|2,2,6,7,0
9,4|3|3|3|2|2|1,2756754,0,1,2,2,0
9,4|3|3|3|2|1|1|1,3055104,5,1,13,13,1
9,4|3|3|3|1|1|1|1|1,1429428,0,1,4,4,0
9,4|3|3|2|2|2|2,1312740,0,1,4,4,0
9,4|3|3|2|2|2|1|1,2923830,0,1,2,2,0
9,4|3|3|2|2|1|1|1|1,2625480,0,1,6,6,0
9,4|3|3|2|1|1|1|1|1|1,1349460,0,1,4,4,0
9,4|3|3|1|1|1|1|1|1|1|1,358020,0,1,4,4,0
9,4|3|2|2|2|2|2|1,1131520,5,1,15,15,1
9,4|3|2|2|2|2|1|1|1,1531530,0,1,2,2,0
9,4|3|2|2|2|1|1|1|1|1,1175040,5,1,13,13,1
9,4|3|2|2|1|1|1|1|1|1|1,583440,0|2,2,8,9,0
9,4|3|2|1|1|1|1|1|1|1|1|1,182784,5,1,13,13,1
9,4|3|1|1|1|1|1|1|1|1|1|1|1,29835,0,1,0,0,0
9,4|2|2|2|2|2|2|2,143208,0|2,2,6,7,0
9,4|2|2|2|2|2|2|1|1,340340,0,1,4,4,0
9,4|2|2|2|2|2|1|1|1|1,353430,0,1,2,2,0
9,4|2|2|2|2|1|1|1|1|1|1,238680,0|2,2,6,7,0
9,4|2|2|2|1|1|1|1|1|1|1|1,111384,0|2,2,6,7,0
9,4|2|2|1|1|1|1|1|1|1|1|1|1,35343,0,1,0,0,0
9,4|2|1|1|1|1|1|1|1|1|1|1|1|1,7020,0,1,4,4,0
9,4|1|1|1|1|1|1|1|1|1|1|1|1|1|1,680,0|2,2,6,7,0
9,3|3|3|3|3|3,87516,0,1,4,4,0
9,3|3|3|3|3|2|1,466752,3,1,9,9,1
9,3|3|3|3|3|1|1|1,408408,0|2,2,6,7,0
9,3|3|3|3|2|2|2,364650,0,1,2,2,0
9,3|3|3|3|2|2|1|1,787644,0,1,4,4,0
9,3|3|3|3|2|1|1|1|1,649740,0,1,4,4,0
9,3|3|3|3|1|1|1|1|1|1,259896,0,1,6,6,0
9,3|3|3|2|2|2|2|1,510510,0,1,2,2,0
9,3|3|3|2|2|2|1|1|1,678912,3|5|7|9,4,17,22,1
9,3|3|3|2|2|1|1|1|1|1,501228,0,1,4,4,0
9,3|3|3|2|1|1|1|1|1|1|1,228480,3,1,11,11,1
9,3|3|3|1|1|1|1|1|1|1|1|1,56100,0,1,4,4,0
9,3|3|2|2|2|2|2|2,136136,0|2,2,6,7,0
9,3|3|2|2|2|2|2|1|1,322218,0,1,2,2,0
9,3|3|2|2|2|2|1|1|1|1,331500,0,1,4,4,0
9,3|3|2|2|2|1|1|1|1|1|1,219912,0|2,2,6,7,0
9,3|3|2|2|1|1|1|1|1|1|1|1,99144,0|2,2,6,7,0
9,3|3|2|1|1|1|1|1|1|1|1|1|1,29172,0,1,4,4,0
9,3|3|1|1|1|1|1|1|1|1|1|1|1|1,4641,0,1,0,0,0
9,3|2|2|2|2|2|2|2|1,70720,3,1,9,9,1
9,3|2|2|2|2|2|2|1|1|1,102102,0,1,2,2,0
9,3|2|2|2|2|2|1|1|1|1|1,88128,3,1,9,9,1
9,3|2|2|2|2|1|1|1|1|1|1|1,53040,0|2,2,8,9,0
9,3|2|2|2|1|1|1|1|1|1|1|1|1,22848,3,1,9,9,1
9,3|2|2|1|1|1|1|1|1|1|1|1|1|1,6885,0,1,0,0,0
9,3|2|1|1|1|1|1|1|1|1|1|1|1|1|1,1344,3,1,9,9,1
9,3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,136,0|2,2,6,7,0
9,2|2|2|2|2|2|2|2|2,4862,0,1,2,2,0
9,2|2|2|2|2|2|2|2|1|1,11934,0,1,2,2,0
9,2|2|2|2|2|2|2|1|1|1|1,13260,0,1,4,4,0
9,2|2|2|2|2|2|1|1|1|1|1|1,9996,0,1,4,4,0
9,2|2|2|2|2|1|1|1|1|1|1|1|1,5508,0,1,4,4,0
9,2|2|2|2|1|1|1|1|1|1|1|1|1|1,2244,0,1,4,4,0
9,2|2|2|1|1|1|1|1|1|1|1|1|1|1|1,663,0,1,0,0,0
9,2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,135,0,1,0,0,0
9,2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,17,0,1,0,0,0
9,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,0,1,0,0,0
10,20,1,0,1,0,0,0
10,19|1,19,0,1,0,0,0
10,18|2,170,0|2,2,2,8,0
10,18|1|1,171,0,1,0,0,0
10,17|3,950,0|2,2,2,8,0
10,17|2|1,1920,3,1,11,11,1
10,17|1|1|1,969,0,1,0,0,0
10,16|4,3705,0,1,0,0,0
10,16|3|1,11305,0,1,0,0,0
10,16|2|2,7600,0|4,2,8,10,0
10,16|2|1|1,11475,0,1,0,0,0
10,16|1|1|1|1,3876,0,1,4,4,0
10,15|5,10659,0,1,0,0,0
10,15|4|1,43776,3|5,2,13,14,1
10,15|3|2,55575,0,1,0,0,0
10,15|3|1|1,67184,0|4,2,8,10,0
10,15|2|2|1,56525,0,1,0,0,0
10,15|2|1|1|1,45696,3,1,11,11,1
10,15|1|1|1|1|1,11628,0,1,4,4,0
10,14|6,23256,0|2,2,6,10,0
10,14|5|1,121125,0,1,0,0,0
10,14|4|2,223839,0,1,0,0,0
10,14|4|1|1,250800,0|4,2,8,10,0
10,14|3|3,125970,0|2,2,2,8,0
10,14|3|2|1,408576,5,1,15,15,1
10,14|3|1|1|1,258400,0|2|4|6,4,10,19,0
10,14|2|2|2,129675,0,1,0,0,0
10,14|2|2|1|1,235144,0|2,2,6,10,0
10,14|2|1|1|1|1,132600,0|2,2,6,12,0
10,14|1|1|1|1|1|1,27132,0,1,4,4,0
10,13|7,38760,0|2,2,6,10,0
10,13|6|1,248064,3,1,13,13,1
10,13|5|2,604656,0|4,2,8,10,0
10,13|5|1|1,654075,0,1,0,0,0
10,13|4|3,620160,3,1,11,11,1
10,13|4|2|1,1574625,0,1,0,0,0
10,13|4|1|1|1,912000,3,1,11,11,1
10,13|3|3|1,959310,0|2,2,2,8,0
10,13|3|2|2,969969,0,1,0,0,0
10,13|3|2|1|1,1630200,0|2,2,6,13,0
10,13|3|1|1|1|1,710600,0|2,2,6,10,0
10,13|2|2|2|1,663936,3,1,11,11,1
10,13|2|2|1|1|1,671840,0|2|4|6,4,10,19,0
10,13|2|1|1|1|1|1,293760,3,1,11,11,1
10,13|1|1|1|1|1|1|1,50388,0,1,4,4,0
10,12|8,48450,0,1,2,2,0
10,12|7|1,377910,0,1,2,2,0
10,12|6|2,1162800,0|4,2,8,10,0
10,12|6|1|1,1234506,0,1,2,2,0
10,12|5|3,1705440,0|4,2,10,12,0
10,12|5|2|1,3969024,5|7,2,19,20,1
10,12|5|1|1|1,2204475,0,1,0,0,0
10,12|4|4,872100,0,1,4,4,0
10,12|4|3|1,4476780,0,1,4,4,0
10,12|4|2|2,3627936,0|2|4|6,4,10,14,0
10,12|4|2|1|1,5886675,0,1,0,0,0
10,12|4|1|1|1|1,2334150,0,1,2,2,0
10,12|3|3|2,2771340,0,1,4,4,0
10,12|3|3|1|1,3730650,0|2,2,2,8,0
10,12|3|2|2|1,4723875,0,1,0,0,0
10,12|3|2|1|1|1,4377600,5,1,15,15,1
10,12|3|1|1|1|1|1,1469650,0,1,2,2,0
10,12|2|2|2|2,969969,0,1,0,0,0
10,12|2|2|2|1|1,1956240,0|4,2,8,10,0
10,12|2|2|1|1|1|1,1421200,0|4,2,8,10,0
10,12|2|1|1|1|1|1|1,510510,0,1,2,2,0
10,12|1|1|1|1|1|1|1|1,75582,0,1,2,2,0
10,11|9,41990,0,1,2,2,0
10,11|8|1,413440,3|5,2,13,14,1
10,11|7|2,1598850,0,1,2,2,0
10,11|7|1|1,1679600,0|4,2,8,10,0
10,11|6|3,3100800,3,1,11,11,1
10,11|6|2|1,6928350,0,1,2,2,0
10,11|6|1|1|1,3762304,3,1,11,11,1
10,11|5|4,2848860,0,1,4,4,0
10,11|5|3|1,11337300,0,1,4,4,0
10,11|5|2|2,8527200,0|2|4|6,4,10,14,0
10,11|5|2|1|1,13579566,0,1,2,2,0
10,11|5|1|1|1|1,5143775,0,1,0,0,0
10,11|4|4|1,6046560,0|4,2,10,12,0
10,11|4|3|2,12403200,3|5,2,15,16,1
10,11|4|3|1|1,16124160,3,1,13,13,1
10,11|4|2|2|1,16372224,3|5,2,15,16,1
10,11|4|2|1|1|1,14549535,0,1,0,0,0
10,11|4|1|1|1|1|1,4426240,3|5,2,15,16,1
10,11|3|3|3,3197700,0,1,4,4,0
10,11|3|3|2|1,13023360,3,1,11,11,1
10,11|3|3|1|1|1,9447750,0|2,2,2,8,0
10,11|3|2|2|2,6651216,0|4,2,8,10,0
10,11|3|2|2|1|1,12950685,0,1,0,0,0
10,11|3|2|1|1|1|1,8558550,0,1,2,2,0
