m,lam,j,Mj,v2Mj,v2binom,val,f,v2f,jbits,mbits,in_Jstar,core4,quot4,quotsize
5,3|3|2|2,1,140,2,0,5,252,2,1,101,0,3|1|1|1,;1;;,0|1|0|0
5,3|3|2|2,2,79,0,1,4,252,2,10,101,1,3|1|1|1,;1;;,0|1|0|0
5,3|3|2|2,3,45,0,1,5,252,2,11,101,0,3|1|1|1,;1;;,0|1|0|0
5,3|3|2|2,4,26,1,0,6,252,2,100,101,0,3|1|1|1,;1;;,0|1|0|0
5,3|3|2|2,5,16,4,0,13,252,2,101,101,0,3|1|1|1,;1;;,0|1|0|0
5,3|3|2|1|1,0,450,1,0,2,450,1,0,101,1,2,;;1;1,0|0|1|1
5,3|3|2|1|1,1,260,2,0,5,450,1,1,101,0,2,;;1;1,0|0|1|1
5,3|3|2|1|1,2,150,1,1,6,450,1,10,101,0,2,;;1;1,0|0|1|1
5,3|3|2|1|1,3,87,0,1,5,450,1,11,101,0,2,;;1;1,0|0|1|1
5,3|3|2|1|1,4,51,0,0,4,450,1,100,101,0,2,;;1;1,0|0|1|1
5,3|3|2|1|1,5,30,1,0,7,450,1,101,101,0,2,;;1;1,0|0|1|1
5,3|3|1|1|1|1,0,225,0,0,0,225,0,0,101,1,2,;;1|1;,0|0|2|0
5,3|3|1|1|1|1,1,140,2,0,5,225,0,1,101,0,2,;;1|1;,0|0|2|0
5,3|3|1|1|1|1,2,85,0,1,4,225,0,10,101,0,2,;;1|1;,0|0|2|0
5,3|3|1|1|1|1,3,51,0,1,5,225,0,11,101,0,2,;;1|1;,0|0|2|0
5,3|3|1|1|1|1,4,31,0,0,4,225,0,100,101,0,2,;;1|1;,0|0|2|0
5,3|3|1|1|1|1,5,20,2,0,9,225,0,101,101,0,2,;;1|1;,0|0|2|0
5,3|2|2|2|1,0,288,5,0,10,288,5,0,101,0,3|2|1,;;;1,0|0|0|1
5,3|2|2|2|1,1,176,4,0,9,288,5,1,101,0,3|2|1,;;;1,0|0|0|1
5,3|2|2|2|1,2,108,2,1,8,288,5,10,101,0,3|2|1,;;;1,0|0|0|1
5,3|2|2|2|1,3,66,1,1,7,288,5,11,101,1,3|2|1,;;;1,0|0|0|1
5,3|2|2|2|1,4,40,3,0,10,288,5,100,101,0,3|2|1,;;;1,0|0|0|1
5,3|2|2|2|1,5,24,3,0,11,288,5,101,101,0,3|2|1,;;;1,0|0|0|1
5,3|2|2|1|1|1,0,315,0,0,0,315,0,0,101,1,1|1,;;2;,0|0|2|0
5,3|2|2|1|1|1,1,203,0,0,1,315,0,1,101,0,1|1,;;2;,0|0|2|0
5,3|2|2|1|1|1,2,129,0,1,4,315,0,10,101,0,1|1,;;2;,0|0|2|0
5,3|2|2|1|1|1,3,81,0,1,5,315,0,11,101,0,1|1,;;2;,0|0|2|0
5,3|2|2|1|1|1,4,50,1,0,6,315,0,100,101,0,1|1,;;2;,0|0|2|0
5,3|2|2|1|1|1,5,30,1,0,7,315,0,101,101,0,1|1,;;2;,0|0|2|0
5,3|2|1|1|1|1|1,0,160,5,0,10,160,5,0,101,0,3|2|1,;1;;,0|1|0|0
5,3|2|1|1|1|1|1,1,112,4,0,9,160,5,1,101,0,3|2|1,;1;;,0|1|0|0
5,3|2|1|1|1|1|1,2,76,2,1,8,160,5,10,101,0,3|2|1,;1;;,0|1|0|0
5,3|2|1|1|1|1|1,3,50,1,1,7,160,5,11,101,1,3|2|1,;1;;,0|1|0|0
5,3|2|1|1|1|1|1,4,32,5,0,14,160,5,100,101,0,3|2|1,;1;;,0|1|0|0
5,3|2|1|1|1|1|1,5,20,2,0,9,160,5,101,101,0,3|2|1,;1;;,0|1|0|0
5,3|1|1|1|1|1|1|1,0,36,2,0,4,36,2,0,101,1,3|1|1|1,1;;;,1|0|0|0
5,3|1|1|1|1|1|1|1,1,28,2,0,5,36,2,1,101,0,3|1|1|1,1;;;,1|0|0|0
5,3|1|1|1|1|1|1|1,2,21,0,1,4,36,2,10,101,1,3|1|1|1,1;;;,1|0|0|0
5,3|1|1|1|1|1|1|1,3,15,0,1,5,36,2,11,101,0,3|1|1|1,1;;;,1|0|0|0
5,3|1|1|1|1|1|1|1,4,10,1,0,6,36,2,100,101,0,3|1|1|1,1;;;,1|0|0|0
5,3|1|1|1|1|1|1|1,5,6,1,0,7,36,2,101,101,0,3|1|1|1,1;;;,1|0|0|0
5,2|2|2|2|2,0,42,1,0,2,42,1,0,101,1,2,1;;;1,1|0|0|1
5,2|2|2|2|2,1,28,2,0,5,42,1,1,101,0,2,1;;;1,1|0|0|1
5,2|2|2|2|2,2,19,0,1,4,42,1,10,101,0,2,1;;;1,1|0|0|1
5,2|2|2|2|2,3,13,0,1,5,42,1,11,101,0,2,1;;;1,1|0|0|1
5,2|2|2|2|2,4,9,0,0,4,42,1,100,101,0,2,1;;;1,1|0|0|1
5,2|2|2|2|2,5,6,1,0,7,42,1,101,101,0,2,1;;;1,1|0|0|1
5,2|2|2|2|1|1,0,90,1,0,2,90,1,0,101,1,1|1,;1;1;,0|1|1|0
5,2|2|2|2|1|1,1,62,1,0,3,90,1,1,101,0,1|1,;1;1;,0|1|1|0
5,2|2|2|2|1|1,2,43,0,1,4,90,1,10,101,0,1|1,;1;1;,0|1|1|0
5,2|2|2|2|1|1,3,30,1,1,7,90,1,11,101,0,1|1,;1;1;,0|1|1|0
5,2|2|2|2|1|1,4,21,0,0,4,90,1,100,101,0,1|1,;1;1;,0|1|1|0
5,2|2|2|2|1|1,5,15,0,0,5,90,1,101,101,0,1|1,;1;1;,0|1|1|0
5,2|2|2|1|1|1|1,0,75,0,0,0,75,0,0,101,1,1|1,;1|1;;,0|2|0|0
5,2|2|2|1|1|1|1,1,55,0,0,1,75,0,1,101,0,1|1,;1|1;;,0|2|0|0
5,2|2|2|1|1|1|1,2,40,3,1,10,75,0,10,101,0,1|1,;1|1;;,0|2|0|0
5,2|2|2|1|1|1|1,3,29,0,1,5,75,0,11,101,0,1|1,;1|1;;,0|2|0|0
5,2|2|2|1|1|1|1,4,21,0,0,4,75,0,100,101,0,1|1,;1|1;;,0|2|0|0
5,2|2|2|1|1|1|1,5,15,0,0,5,75,0,101,101,0,1|1,;1|1;;,0|2|0|0
5,2|2|1|1|1|1|1|1,0,35,0,0,0,35,0,0,101,1,2,1|1;;;,2|0|0|0
5,2|2|1|1|1|1|1|1,1,28,2,0,5,35,0,1,101,0,2,1|1;;;,2|0|0|0
5,2|2|1|1|1|1|1|1,2,22,1,1,6,35,0,10,101,0,2,1|1;;;,2|0|0|0
5,2|2|1|1|1|1|1|1,3,17,0,1,5,35,0,11,101,0,2,1|1;;;,2|0|0|0
5,2|2|1|1|1|1|1|1,4,13,0,0,4,35,0,100,101,0,2,1|1;;;,2|0|0|0
5,2|2|1|1|1|1|1|1,5,10,1,0,7,35,0,101,101,0,2,1|1;;;,2|0|0|0
5,2|1|1|1|1|1|1|1|1,0,9,0,0,0,9,0,0,101,1,2,;;;1|1,0|0|0|2
5,2|1|1|1|1|1|1|1|1,1,8,3,0,7,9,0,1,101,0,2,;;;1|1,0|0|0|2
5,2|1|1|1|1|1|1|1|1,2,7,0,1,4,9,0,10,101,0,2,;;;1|1,0|0|0|2
5,2|1|1|1|1|1|1|1|1,3,6,1,1,7,9,0,11,101,0,2,;;;1|1,0|0|0|2
5,2|1|1|1|1|1|1|1|1,4,5,0,0,4,9,0,100,101,0,2,;;;1|1,0|0|0|2
5,2|1|1|1|1|1|1|1|1,5,4,2,0,9,9,0,101,101,0,2,;;;1|1,0|0|0|2
5,1|1|1|1|1|1|1|1|1|1,0,1,0,0,0,1,0,0,101,1,1|1,;;1|1;,0|0|2|0
5,1|1|1|1|1|1|1|1|1|1,1,1,0,0,1,1,0,1,101,0,1|1,;;1|1;,0|0|2|0
5,1|1|1|1|1|1|1|1|1|1,2,1,0,1,4,1,0,10,101,0,1|1,;;1|1;,0|0|2|0
5,1|1|1|1|1|1|1|1|1|1,3,1,0,1,5,1,0,11,101,0,1|1,;;1|1;,0|0|2|0
5,1|1|1|1|1|1|1|1|1|1,4,1,0,0,4,1,0,100,101,0,1|1,;;1|1;,0|0|2|0
5,1|1|1|1|1|1|1|1|1|1,5,1,0,0,5,1,0,101,101,0,1|1,;;1|1;,0|0|2|0
6,12,0,1,0,0,0,1,0,0,110,1,,;;;3,0|0|0|3
6,11|1,0,11,0,0,0,11,0,0,110,1,,;;3;,0|0|3|0
6,11|1,1,1,0,1,3,11,0,1,110,0,,;;3;,0|0|3|0
6,10|2,0,54,1,0,2,54,1,0,110,1,2|2,;2;;,0|2|0|0
6,10|2,1,9,0,1,3,54,1,1,110,0,2|2,;2;;,0|2|0|0
6,10|2,2,1,0,0,2,54,1,10,110,1,2|2,;2;;,0|2|0|0
6,10|1|1,0,55,0,0,0,55,0,0,110,1,,;3;;,0|3|0|0
6,10|1|1,1,10,1,1,5,55,0,1,110,0,,;3;;,0|3|0|0
6,10|1|1,2,1,0,0,2,55,0,10,110,0,,;3;;,0|3|0|0
6,9|3,0,154,1,0,2,154,1,0,110,1,2|2,2;;;,2|0|0|0
6,9|3,1,35,0,1,3,154,1,1,110,0,2|2,2;;;,2|0|0|0
6,9|3,2,7,0,0,2,154,1,10,110,1,2|2,2;;;,2|0|0|0
6,9|3,3,1,0,2,7,154,1,11,110,0,2|2,2;;;,2|0|0|0
6,9|2|1,0,320,6,0,12,320,6,0,110,0,5|2|1,1;;;,1|0|0|0
6,9|2|1,1,80,4,1,11,320,6,1,110,0,5|2|1,1;;;,1|0|0|0
6,9|2|1,2,16,4,0,10,320,6,10,110,0,5|2|1,1;;;,1|0|0|0
6,9|2|1,3,2,1,2,9,320,6,11,110,1,5|2|1,1;;;,1|0|0|0
6,9|1|1|1,0,165,0,0,0,165,0,0,110,1,,3;;;,3|0|0|0
6,9|1|1|1,1,45,0,1,3,165,0,1,110,0,,3;;;,3|0|0|0
6,9|1|1|1,2,9,0,0,2,165,0,10,110,0,,3;;;,3|0|0|0
6,9|1|1|1,3,1,0,2,7,165,0,11,110,0,,3;;;,3|0|0|0
6,8|4,0,275,0,0,0,275,0,0,110,1,,;;1;2,0|0|1|2
6,8|4,1,75,0,1,3,275,0,1,110,0,,;;1;2,0|0|1|2
6,8|4,2,20,2,0,6,275,0,10,110,0,,;;1;2,0|0|1|2
6,8|4,3,5,0,2,7,275,0,11,110,0,,;;1;2,0|0|1|2
6,8|4,4,1,0,0,4,275,0,100,110,0,,;;1;2,0|0|1|2
6,8|3|1,0,891,0,0,0,891,0,0,110,1,,;1;;2,0|1|0|2
6,8|3|1,1,270,1,1,5,891,0,1,110,0,,;1;;2,0|1|0|2
6,8|3|1,2,75,0,0,2,891,0,10,110,0,,;1;;2,0|1|0|2
6,8|3|1,3,18,1,2,9,891,0,11,110,0,,;1;;2,0|1|0|2
6,8|3|1,4,3,0,0,4,891,0,100,110,0,,;1;;2,0|1|0|2
6,8|2|2,0,616,3,0,6,616,3,0,110,1,4|2|2,;;;1,0|0|0|1
6,8|2|2,1,196,2,1,7,616,3,1,110,0,4|2|2,;;;1,0|0|0|1
6,8|2|2,2,56,3,0,8,616,3,10,110,0,4|2|2,;;;1,0|0|0|1
6,8|2|2,3,13,0,2,7,616,3,11,110,0,4|2|2,;;;1,0|0|0|1
6,8|2|2,4,2,1,0,6,616,3,100,110,1,4|2|2,;;;1,0|0|0|1
6,8|2|1|1,0,945,0,0,0,945,0,0,110,1,,1;;;2,1|0|0|2
6,8|2|1|1,1,315,0,1,3,945,0,1,110,0,,1;;;2,1|0|0|2
6,8|2|1|1,2,91,0,0,2,945,0,10,110,0,,1;;;2,1|0|0|2
6,8|2|1|1,3,21,0,2,7,945,0,11,110,0,,1;;;2,1|0|0|2
6,8|2|1|1,4,3,0,0,4,945,0,100,110,0,,1;;;2,1|0|0|2
6,8|1|1|1|1,0,330,1,0,2,330,1,0,110,1,,;;;2|1,0|0|0|3
6,8|1|1|1|1,1,120,3,1,9,330,1,1,110,0,,;;;2|1,0|0|0|3
6,8|1|1|1|1,2,36,2,0,6,330,1,10,110,0,,;;;2|1,0|0|0|3
6,8|1|1|1|1,3,8,3,2,13,330,1,11,110,0,,;;;2|1,0|0|0|3
6,8|1|1|1|1,4,1,0,0,4,330,1,100,110,0,,;;;2|1,0|0|0|3
6,7|5,0,297,0,0,0,297,0,0,110,1,,;;2;1,0|0|2|1
6,7|5,1,90,1,1,5,297,0,1,110,0,,;;2;1,0|0|2|1
6,7|5,2,28,2,0,6,297,0,10,110,0,,;;2;1,0|0|2|1
6,7|5,3,9,0,2,7,297,0,11,110,0,,;;2;1,0|0|2|1
6,7|5,4,3,0,0,4,297,0,100,110,0,,;;2;1,0|0|2|1
6,7|5,5,1,0,1,7,297,0,101,110,0,,;;2;1,0|0|2|1
6,7|4|1,0,1408,7,0,14,1408,7,0,110,0,7|4|1,;;;,0|0|0|0
6,7|4|1,1,480,5,1,13,1408,7,1,110,0,7|4|1,;;;,0|0|0|0
6,7|4|1,2,160,5,0,12,1408,7,10,110,0,7|4|1,;;;,0|0|0|0
6,7|4|1,3,52,2,2,11,1408,7,11,110,1,7|4|1,;;;,0|0|0|0
6,7|4|1,4,16,4,0,12,1408,7,100,110,0,7|4|1,;;;,0|0|0|0
6,7|4|1,5,4,2,1,11,1408,7,101,110,1,7|4|1,;;;,0|0|0|0
6,7|3|2,0,1925,0,0,0,1925,0,0,110,1,,;1;2;,0|1|2|0
6,7|3|2,1,700,2,1,7,1925,0,1,110,0,,;1;2;,0|1|2|0
6,7|3|2,2,245,0,0,2,1925,0,10,110,0,,;1;2;,0|1|2|0
6,7|3|2,3,80,4,2,15,1925,0,11,110,0,,;1;2;,0|1|2|0
6,7|3|2,4,23,0,0,4,1925,0,100,110,0,,;1;2;,0|1|2|0
6,7|3|2,5,5,0,1,7,1925,0,101,110,0,,;1;2;,0|1|2|0
6,7|3|1|1,0,2376,3,0,6,2376,3,0,110,1,3|3|1|1,;;1;,0|0|1|0
6,7|3|1|1,1,900,2,1,7,2376,3,1,110,0,3|3|1|1,;;1;,0|0|1|0
6,7|3|1|1,2,320,6,0,14,2376,3,10,110,0,3|3|1|1,;;1;,0|0|1|0
6,7|3|1|1,3,105,0,2,7,2376,3,11,110,0,3|3|1|1,;;1;,0|0|1|0
6,7|3|1|1,4,30,1,0,6,2376,3,100,110,1,3|3|1|1,;;1;,0|0|1|0
6,7|3|1|1,5,6,1,1,9,2376,3,101,110,0,3|3|1|1,;;1;,0|0|1|0
6,7|2|2|1,0,2079,0,0,0,2079,0,0,110,1,,1;;2;,1|0|2|0
6,7|2|2|1,1,819,0,1,3,2079,0,1,110,0,,1;;2;,1|0|2|0
6,7|2|2|1,2,301,0,0,2,2079,0,10,110,0,,1;;2;,1|0|2|0
6,7|2|2|1,3,99,0,2,7,2079,0,11,110,0,,1;;2;,1|0|2|0
6,7|2|2|1,4,27,0,0,4,2079,0,100,110,0,,1;;2;,1|0|2|0
6,7|2|2|1,5,5,0,1,7,2079,0,101,110,0,,1;;2;,1|0|2|0
6,7|2|1|1|1,0,1728,6,0,12,1728,6,0,110,0,3|2|1|1|1,;;1;,0|0|1|0
6,7|2|1|1|1,1,720,4,1,11,1728,6,1,110,0,3|2|1|1|1,;;1;,0|0|1|0
6,7|2|1|1|1,2,272,4,0,10,1728,6,10,110,0,3|2|1|1|1,;;1;,0|0|1|0
6,7|2|1|1|1,3,90,1,2,9,1728,6,11,110,1,3|2|1|1|1,;;1;,0|0|1|0
6,7|2|1|1|1,4,24,3,0,10,1728,6,100,110,0,3|2|1|1|1,;;1;,0|0|1|0
6,7|2|1|1|1,5,4,2,1,11,1728,6,101,110,0,3|2|1|1|1,;;1;,0|0|1|0
6,7|1|1|1|1|1,0,462,1,0,2,462,1,0,110,1,,;;2|1;,0|0|3|0
6,7|1|1|1|1|1,1,210,1,1,5,462,1,1,110,0,,;;2|1;,0|0|3|0
6,7|1|1|1|1|1,2,84,2,0,6,462,1,10,110,0,,;;2|1;,0|0|3|0
6,7|1|1|1|1|1,3,28,2,2,11,462,1,11,110,0,,;;2|1;,0|0|3|0
6,7|1|1|1|1|1,4,7,0,0,4,462,1,100,110,0,,;;2|1;,0|0|3|0
6,7|1|1|1|1|1,5,1,0,1,7,462,1,101,110,0,,;;2|1;,0|0|3|0
6,6|6,0,132,2,0,4,132,2,0,110,1,2|2,1;1;;,1|1|0|0
6,6|6,1,42,1,1,5,132,2,1,110,0,2|2,1;1;;,1|1|0|0
6,6|6,2,14,1,0,4,132,2,10,110,1,2|2,1;1;;,1|1|0|0
6,6|6,3,5,0,2,7,132,2,11,110,0,2|2,1;1;;,1|1|0|0
6,6|6,4,2,1,0,6,132,2,100,110,0,2|2,1;1;;,1|1|0|0
6,6|6,5,1,0,1,7,132,2,101,110,0,2|2,1;1;;,1|1|0|0
6,6|6,6,1,0,0,6,132,2,110,110,0,2|2,1;1;;,1|1|0|0
6,6|5|1,0,1155,0,0,0,1155,0,0,110,1,,;2;;1,0|2|0|1
6,6|5|1,1,420,2,1,7,1155,0,1,110,0,,;2;;1,0|2|0|1
6,6|5|1,2,154,1,0,4,1155,0,10,110,0,,;2;;1,0|2|0|1
6,6|5|1,3,58,1,2,9,1155,0,11,110,0,,;2;;1,0|2|0|1
6,6|5|1,4,23,0,0,4,1155,0,100,110,0,,;2;;1,0|2|0|1
6,6|5|1,5,10,1,1,9,1155,0,101,110,0,,;2;;1,0|2|0|1
6,6|5|1,6,5,0,0,6,1155,0,110,110,0,,;2;;1,0|2|0|1
6,6|4|2,0,2673,0,0,0,2673,0,0,110,1,,;2;1;,0|2|1|0
6,6|4|2,1,1053,0,1,3,2673,0,1,110,0,,;2;1;,0|2|1|0
6,6|4|2,2,414,1,0,4,2673,0,10,110,0,,;2;1;,0|2|1|0
6,6|4|2,3,162,1,2,9,2673,0,11,110,0,,;2;1;,0|2|1|0
6,6|4|2,4,63,0,0,4,2673,0,100,110,0,,;2;1;,0|2|1|0
6,6|4|2,5,24,3,1,13,2673,0,101,110,0,,;2;1;,0|2|1|0
6,6|4|2,6,9,0,0,6,2673,0,110,110,0,,;2;1;,0|2|1|0
6,6|4|1|1,0,3080,3,0,6,3080,3,0,110,1,3|3|1|1,;1;;,0|1|0|0
6,6|4|1|1,1,1260,2,1,7,3080,3,1,110,0,3|3|1|1,;1;;,0|1|0|0
6,6|4|1|1,2,504,3,0,8,3080,3,10,110,0,3|3|1|1,;1;;,0|1|0|0
6,6|4|1|1,3,199,0,2,7,3080,3,11,110,0,3|3|1|1,;1;;,0|1|0|0
6,6|4|1|1,4,78,1,0,6,3080,3,100,110,1,3|3|1|1,;1;;,0|1|0|0
6,6|4|1|1,5,30,1,1,9,3080,3,101,110,0,3|3|1|1,;1;;,0|1|0|0
6,6|4|1|1,6,10,1,0,8,3080,3,110,110,0,3|3|1|1,;1;;,0|1|0|0
6,6|3|3,0,1650,1,0,2,1650,1,0,110,1,2|2,;1|1;;,0|2|0|0
6,6|3|3,1,675,0,1,3,1650,1,1,110,0,2|2,;1|1;;,0|2|0|0
6,6|3|3,2,275,0,0,2,1650,1,10,110,1,2|2,;1|1;;,0|2|0|0
6,6|3|3,3,110,1,2,9,1650,1,11,110,0,2|2,;1|1;;,0|2|0|0
6,6|3|3,4,42,1,0,6,1650,1,100,110,0,2|2,;1|1;;,0|2|0|0
6,6|3|3,5,15,0,1,7,1650,1,101,110,0,2|2,;1|1;;,0|2|0|0
6,6|3|3,6,5,0,0,6,1650,1,110,110,0,2|2,;1|1;;,0|2|0|0
6,6|3|2|1,0,5632,9,0,18,5632,9,0,110,0,6|3|2|1,;;;,0|0|0|0
6,6|3|2|1,1,2432,7,1,17,5632,9,1,110,0,6|3|2|1,;;;,0|0|0|0
6,6|3|2|1,2,1024,10,0,22,5632,9,10,110,0,6|3|2|1,;;;,0|0|0|0
6,6|3|2|1,3,416,5,2,17,5632,9,11,110,0,6|3|2|1,;;;,0|0|0|0
6,6|3|2|1,4,160,5,0,14,5632,9,100,110,0,6|3|2|1,;;;,0|0|0|0
6,6|3|2|1,5,56,3,1,13,5632,9,101,110,1,6|3|2|1,;;;,0|0|0|0
6,6|3|2|1,6,16,4,0,14,5632,9,110,110,0,6|3|2|1,;;;,0|0|0|0
6,6|3|1|1|1,0,3696,4,0,8,3696,4,0,110,1,6|3|1|1|1,;;;,0|0|0|0
6,6|3|1|1|1,1,1680,4,1,11,3696,4,1,110,0,6|3|1|1|1,;;;,0|0|0|0
6,6|3|1|1|1,2,728,3,0,8,3696,4,10,110,1,6|3|1|1|1,;;;,0|0|0|0
6,6|3|1|1|1,3,300,2,2,11,3696,4,11,110,0,6|3|1|1|1,;;;,0|0|0|0
6,6|3|1|1|1,4,116,2,0,8,3696,4,100,110,1,6|3|1|1|1,;;;,0|0|0|0
6,6|3|1|1|1,5,40,3,1,13,3696,4,101,110,0,6|3|1|1|1,;;;,0|0|0|0
6,6|3|1|1|1,6,10,1,0,8,3696,4,110,110,1,6|3|1|1|1,;;;,0|0|0|0
6,6|2|2|2,0,1925,0,0,0,1925,0,0,110,1,,1;2;;,1|2|0|0
6,6|2|2|2,1,875,0,1,3,1925,0,1,110,0,,1;2;;,1|2|0|0
6,6|2|2|2,2,385,0,0,2,1925,0,10,110,0,,1;2;;,1|2|0|0
6,6|2|2|2,3,160,5,2,17,1925,0,11,110,0,,1;2;;,1|2|0|0
6,6|2|2|2,4,61,0,0,4,1925,0,100,110,0,,1;2;;,1|2|0|0
6,6|2|2|2,5,20,2,1,11,1925,0,101,110,0,,1;2;;,1|2|0|0
6,6|2|2|2,6,5,0,0,6,1925,0,110,110,0,,1;2;;,1|2|0|0
6,6|2|2|1|1,0,3564,2,0,4,3564,2,0,110,1,2|2,;1;;1,0|1|0|1
6,6|2|2|1|1,1,1674,1,1,5,3564,2,1,110,0,2|2,;1;;1,0|1|0|1
6,6|2|2|1|1,2,750,1,0,4,3564,2,10,110,1,2|2,;1;;1,0|1|0|1
6,6|2|2|1|1,3,315,0,2,7,3564,2,11,110,0,2|2,;1;;1,0|1|0|1
6,6|2|2|1|1,4,120,3,0,10,3564,2,100,110,0,2|2,;1;;1,0|1|0|1
6,6|2|2|1|1,5,39,0,1,7,3564,2,101,110,0,2|2,;1;;1,0|1|0|1
6,6|2|2|1|1,6,9,0,0,6,3564,2,110,110,0,2|2,;1;;1,0|1|0|1
6,6|2|1|1|1|1,0,2100,2,0,4,2100,2,0,110,1,2|2,;1;1;,0|1|1|0
6,6|2|1|1|1|1,1,1050,1,1,5,2100,2,1,110,0,2|2,;1;1;,0|1|1|0
6,6|2|1|1|1|1,2,490,1,0,4,2100,2,10,110,1,2|2,;1;1;,0|1|1|0
6,6|2|1|1|1|1,3,210,1,2,9,2100,2,11,110,0,2|2,;1;1;,0|1|1|0
6,6|2|1|1|1|1,4,80,4,0,12,2100,2,100,110,0,2|2,;1;1;,0|1|1|0
6,6|2|1|1|1|1,5,25,0,1,7,2100,2,101,110,0,2|2,;1;1;,0|1|1|0
6,6|2|1|1|1|1,6,5,0,0,6,2100,2,110,110,0,2|2,;1;1;,0|1|1|0
6,6|1|1|1|1|1|1,0,462,1,0,2,462,1,0,110,1,,;2|1;;,0|3|0|0
6,6|1|1|1|1|1|1,1,252,2,1,7,462,1,1,110,0,,;2|1;;,0|3|0|0
6,6|1|1|1|1|1|1,2,126,1,0,4,462,1,10,110,0,,;2|1;;,0|3|0|0
6,6|1|1|1|1|1|1,3,56,3,2,13,462,1,11,110,0,,;2|1;;,0|3|0|0
6,6|1|1|1|1|1|1,4,21,0,0,4,462,1,100,110,0,,;2|1;;,0|3|0|0
6,6|1|1|1|1|1|1,5,6,1,1,9,462,1,101,110,0,,;2|1;;,0|3|0|0
6,6|1|1|1|1|1|1,6,1,0,0,6,462,1,110,110,0,,;2|1;;,0|3|0|0
6,5|5|2,0,1320,3,0,6,1320,3,0,110,1,4|2|2,1;;;,1|0|0|0
6,5|5|2,1,540,2,1,7,1320,3,1,110,0,4|2|2,1;;;,1|0|0|0
6,5|5|2,2,224,5,0,12,1320,3,10,110,0,4|2|2,1;;;,1|0|0|0
6,5|5|2,3,95,0,2,7,1320,3,11,110,0,4|2|2,1;;;,1|0|0|0
6,5|5|2,4,42,1,0,6,1320,3,100,110,1,4|2|2,1;;;,1|0|0|0
6,5|5|2,5,20,2,1,11,1320,3,101,110,0,4|2|2,1;;;,1|0|0|0
6,5|5|2,6,10,1,0,8,1320,3,110,110,0,4|2|2,1;;;,1|0|0|0
6,5|5|1|1,0,1485,0,0,0,1485,0,0,110,1,,2;;;1,2|0|0|1
6,5|5|1|1,1,630,1,1,5,1485,0,1,110,0,,2;;;1,2|0|0|1
6,5|5|1|1,2,266,1,0,4,1485,0,10,110,0,,2;;;1,2|0|0|1
6,5|5|1|1,3,114,1,2,9,1485,0,11,110,0,,2;;;1,2|0|0|1
6,5|5|1|1,4,51,0,0,4,1485,0,100,110,0,,2;;;1,2|0|0|1
6,5|5|1|1,5,25,0,1,7,1485,0,101,110,0,,2;;;1,2|0|0|1
6,5|5|1|1,6,15,0,0,6,1485,0,110,110,0,,2;;;1,2|0|0|1
6,5|4|3,0,2112,6,0,12,2112,6,0,110,0,5|2|1,;;1;,0|0|1|0
6,5|4|3,1,912,4,1,11,2112,6,1,110,0,5|2|1,;;1;,0|0|1|0
6,5|4|3,2,400,4,0,10,2112,6,10,110,0,5|2|1,;;1;,0|0|1|0
6,5|4|3,3,178,1,2,9,2112,6,11,110,1,5|2|1,;;1;,0|0|1|0
6,5|4|3,4,80,4,0,12,2112,6,100,110,0,5|2|1,;;1;,0|0|1|0
6,5|4|3,5,36,2,1,11,2112,6,101,110,0,5|2|1,;;1;,0|0|1|0
6,5|4|3,6,16,4,0,14,2112,6,110,110,0,5|2|1,;;1;,0|0|1|0
6,5|4|2|1,0,5775,0,0,0,5775,0,0,110,1,,2;;1;,2|0|1|0
6,5|4|2|1,1,2625,0,1,3,5775,0,1,110,0,,2;;1;,2|0|1|0
6,5|4|2|1,2,1190,1,0,4,5775,0,10,110,0,,2;;1;,2|0|1|0
6,5|4|2|1,3,540,2,2,11,5775,0,11,110,0,,2;;1;,2|0|1|0
6,5|4|2|1,4,247,0,0,4,5775,0,100,110,0,,2;;1;,2|0|1|0
6,5|4|2|1,5,115,0,1,7,5775,0,101,110,0,,2;;1;,2|0|1|0
6,5|4|2|1,6,55,0,0,6,5775,0,110,110,0,,2;;1;,2|0|1|0
6,5|4|1|1|1,0,3520,6,0,12,3520,6,0,110,0,3|2|1|1|1,1;;;,1|0|0|0
6,5|4|1|1|1,1,1680,4,1,11,3520,6,1,110,0,3|2|1|1|1,1;;;,1|0|0|0
6,5|4|1|1|1,2,784,4,0,10,3520,6,10,110,0,3|2|1|1|1,1;;;,1|0|0|0
6,5|4|1|1|1,3,362,1,2,9,3520,6,11,110,1,3|2|1|1|1,1;;;,1|0|0|0
6,5|4|1|1|1,4,168,3,0,10,3520,6,100,110,0,3|2|1|1|1,1;;;,1|0|0|0
6,5|4|1|1|1,5,80,4,1,15,3520,6,101,110,0,3|2|1|1|1,1;;;,1|0|0|0
6,5|4|1|1|1,6,40,3,0,12,3520,6,110,110,0,3|2|1|1|1,1;;;,1|0|0|0
6,5|3|3|1,0,4158,1,0,2,4158,1,0,110,1,2|2,1|1;;;,2|0|0|0
6,5|3|3|1,1,1953,0,1,3,4158,1,1,110,0,2|2,1|1;;;,2|0|0|0
6,5|3|3|1,2,917,0,0,2,4158,1,10,110,1,2|2,1|1;;;,2|0|0|0
6,5|3|3|1,3,429,0,2,7,4158,1,11,110,0,2|2,1|1;;;,2|0|0|0
6,5|3|3|1,4,198,1,0,6,4158,1,100,110,0,2|2,1|1;;;,2|0|0|0
